x,y,z,,
0.11699,-0.000222353,0.0114308,,
0.115488,-0.000169041,0.0076208,,
0.115488,-0.00016785,0.00889079,,
0.115487,-0.000165923,0.0101608,,
0.115488,-0.000162862,0.0114308,,
0.113985,-0.000130562,0.00762079,,
0.113985,-0.000131544,0.00889079,,
0.113985,-0.000133177,0.0101608,,
0.113985,-0.000136238,0.0114308,,
0.112483,-0.000102328,0.00762079,,
0.112483,-0.000102423,0.00889078,,
0.112482,-0.00010276,0.0101608,,
0.112482,-0.000102742,0.0114308,,
0.11098,-7.72E-05,0.00762079,,
0.110981,-7.66E-05,0.00889078,,
0.110981,-7.61E-05,0.0101608,,
0.110982,-7.52E-05,0.0114308,,
0.109479,-2.78E-05,0.00762078,,
0.10948,-2.91E-05,0.00889078,,
0.109479,-2.97E-05,0.0101608,,
0.109479,-2.93E-05,0.0114308,,
0.107976,7.32E-06,0.00762077,,
0.107976,7.68E-06,0.00889077,,
0.107976,8.02E-06,0.0101608,,
0.107976,9.24E-06,0.0114307,,
0.106472,5.61E-05,0.00762077,,
0.106473,5.64E-05,0.00889076,,
0.106473,5.61E-05,0.0101607,,
0.106472,5.64E-05,0.0114307,,
0.104971,0.000107437,0.00762076,,
0.10497,0.000108443,0.00889075,,
0.10497,0.000108073,0.0101607,,
0.10497,0.000109885,0.0114307,,
0.103467,0.00014763,0.00762075,,
0.103467,0.00014762,0.00889074,,
0.103468,0.0001476,0.0101607,,
0.103468,0.000147464,0.0114307,,
0.101965,0.000153303,0.00762075,,
0.101966,0.0001554,0.00889075,,
0.101964,0.000158392,0.0101607,,
0.101964,0.000158489,0.0114307,,
0.100461,0.000178164,0.00762076,,
0.100461,0.000181094,0.00889075,,
0.100462,0.000183668,0.0101607,,
0.100462,0.000189578,0.0114307,,
0.0989592,0.000214439,0.00762075,,
0.09896,0.000220284,0.00889074,,
0.0989602,0.00022576,0.0101607,,
0.0989602,0.000228997,0.0114307,,
0.0974565,0.000216274,0.00762076,,
0.0974567,0.000216285,0.00889075,,
0.0974558,0.000215746,0.0101607,,
0.0974565,0.000215307,0.0114307,,
0.095954,0.000283584,0.00762074,,
0.0959543,0.000284387,0.00889073,,
0.0959529,0.000285823,0.0101607,,
0.0959539,0.000286216,0.0114307,,
0.0944509,0.000312097,0.00762074,,
0.0944526,0.000312388,0.00889073,,
0.0944521,0.000311811,0.0101607,,
0.0944519,0.000312341,0.0114307,,
0.0929509,0.000342555,0.00762074,,
0.0929497,0.000343302,0.00889073,,
0.0929491,0.000345275,0.0101607,,
0.0929493,0.000348788,0.0114307,,
0.0914459,0.000372773,0.00762074,,
0.0914462,0.000371573,0.00889073,,
0.0914466,0.000370638,0.0101607,,
0.0914465,0.000370722,0.0114307,,
0.0899434,0.000437716,0.00762073,,
0.0899434,0.000438748,0.00889072,,
0.0899438,0.000441223,0.0101607,,
0.0899441,0.000442835,0.0114307,,
0.0884413,0.000492405,0.00762072,,
0.0884417,0.000493135,0.00889071,,
0.08844,0.000493459,0.0101607,,
0.0884409,0.000494517,0.0114307,,
0.0869385,0.000505842,0.00762072,,
0.0869385,0.000506286,0.00889071,,
0.0869388,0.000506405,0.0101607,,
0.0869383,0.000506435,0.0114307,,
0.0854361,0.000555841,0.00762071,,
0.0854367,0.000555556,0.0088907,,
0.085436,0.000555702,0.0101607,,
0.0854356,0.000555739,0.0114307,,
0.0839337,0.000595745,0.0076207,,
0.083933,0.000596445,0.00889069,,
0.0839329,0.000596944,0.0101607,,
0.0839332,0.000597555,0.0114307,,
0.0824315,0.000612434,0.00762071,,
0.0824311,0.000613194,0.0088907,,
0.082432,0.000613589,0.0101607,,
0.0824309,0.000613913,0.0114307,,
0.0809282,0.000656277,0.0076207,,
0.0809293,0.000655998,0.0088907,,
0.0809282,0.000656161,0.0101607,,
0.0809286,0.000655681,0.0114307,,
0.0794264,0.000693196,0.0076207,,
0.0794258,0.000693586,0.00889069,,
0.0794274,0.000693714,0.0101607,,
0.079427,0.000691924,0.0114307,,
0.0779226,0.00071119,0.0076207,,
0.0779225,0.000711814,0.00889069,,
0.0779235,0.000712406,0.0101607,,
0.0779246,0.000713164,0.0114307,,
0.0764213,0.000740029,0.0076207,,
0.0764211,0.000740808,0.00889069,,
0.0764213,0.000741471,0.0101607,,
0.076422,0.000742838,0.0114307,,
0.0749197,0.000779018,0.00762069,,
0.0749189,0.000779275,0.00889068,,
0.0749189,0.000780068,0.0101607,,
0.0749195,0.000780724,0.0114307,,
0.0734166,0.000802392,0.00762068,,
0.0734168,0.000803489,0.00889068,,
0.0734164,0.000805035,0.0101607,,
0.0734169,0.000805967,0.0114307,,
0.0719138,0.000829179,0.00762068,,
0.0719128,0.000828829,0.00889068,,
0.0719142,0.000828475,0.0101607,,
0.0719146,0.000827406,0.0114307,,
0.0704114,0.000835795,0.00762069,,
0.0704122,0.000835236,0.00889068,,
0.0704123,0.000834409,0.0101607,,
0.0704129,0.000833713,0.0114307,,
0.0689088,0.000869373,0.00762068,,
0.0689091,0.000872567,0.00889068,,
0.0689101,0.000874702,0.0101607,,
0.068909,0.000876844,0.0114307,,
0.067408,0.000893634,0.00762068,,
0.0674082,0.000893436,0.00889067,,
0.0674076,0.000893164,0.0101607,,
0.0674079,0.00089284,0.0114307,,
0.065906,0.000906503,0.00762069,,
0.0659066,0.000905987,0.00889068,,
0.0659067,0.000905976,0.0101607,,
0.0659058,0.000908319,0.0114307,,
0.0644029,0.000931308,0.00762068,,
0.0644051,0.000930324,0.00889068,,
0.0644034,0.000929307,0.0101607,,
0.064403,0.000928199,0.0114307,,
0.0629017,0.000955483,0.00762068,,
0.0629022,0.000959935,0.00889067,,
0.0629009,0.000960372,0.0101607,,
0.0629007,0.000960708,0.0114307,,
0.0613995,0.000984583,0.00762067,,
0.0613995,0.000984529,0.00889067,,
0.0613996,0.000984412,0.0101607,,
0.0613991,0.000984367,0.0114307,,
0.0598972,0.000993753,0.00762068,,
0.0598981,0.000996009,0.00889067,,
0.0598971,0.00099729,0.0101607,,
0.0598975,0.00100026,0.0114307,,
0.0583968,0.00102964,0.00762067,,
0.0583954,0.00102955,0.00889067,,
0.0583944,0.00102945,0.0101607,,
0.0583954,0.00102908,0.0114307,,
0.056893,0.00104073,0.00762068,,
0.0568924,0.0010404,0.00889067,,
0.056894,0.00104017,0.0101607,,
0.0568934,0.00103974,0.0114307,,
0.0553895,0.00107052,0.00762067,,
0.0553906,0.00107054,0.00889067,,
0.0553897,0.00107042,0.0101607,,
0.055391,0.00107045,0.0114307,,
0.0538897,0.00108587,0.00762067,,
0.0538888,0.00108501,0.00889067,,
0.0538881,0.00108428,0.0101607,,
0.0538883,0.00108512,0.0114307,,
0.052385,0.00111324,0.00762067,,
0.052386,0.00111287,0.00889067,,
0.0523858,0.0011124,0.0101607,,
0.0523861,0.00111207,0.0114307,,
0.050884,0.00113709,0.00762067,,
0.0508829,0.00113607,0.00889067,,
0.0508822,0.00113446,0.0101607,,
0.0508827,0.00113362,0.0114307,,
0.0493806,0.0011505,0.00762067,,
0.0493811,0.0011511,0.00889067,,
0.0493821,0.00115165,0.0101607,,
0.0493801,0.0011508,0.0114307,,
0.0478785,0.00117592,0.00762067,,
0.0478789,0.00117639,0.00889067,,
4.79E-02,0.00117692,0.0101607,,
4.79E-02,0.00117657,0.0114307,,
4.64E-02,0.00116193,0.00762068,,
4.64E-02,0.00115968,0.00889069,,
0.0463746,0.00115757,0.0101607,,
0.0463746,0.00115903,0.0114307,,
0.0448727,0.00118669,0.00762068,,
0.0448726,0.00118545,0.00889068,,
0.0448729,0.00118433,0.0101607,,
0.0448717,0.00118293,0.0114307,,
0.0433698,0.00119511,0.00762069,,
0.0433702,0.00119387,0.00889069,,
0.0433707,0.00119245,0.0101607,,
0.0433697,0.00119125,0.0114307,,
0.041868,0.00119917,0.0076207,,
0.0418671,0.0011981,0.0088907,,
0.0418669,0.00119727,0.0101607,,
0.0418669,0.00119649,0.0114307,,
0.0403652,0.00122787,0.00762069,,
0.0403639,0.00122695,0.0088907,,
0.0403642,0.00122555,0.0101607,,
0.0403633,0.00122491,0.0114307,,
0.0388613,0.00121107,0.00762071,,
0.0388618,0.00121023,0.00889072,,
0.0388622,0.00121006,0.0101607,,
0.0388604,0.0012099,0.0114307,,
0.0373585,0.00121499,0.00762072,,
0.0373591,0.00121328,0.00889073,,
0.0373589,0.00121233,0.0101607,,
0.0373584,0.00121126,0.0114307,,
0.0358573,0.00124573,0.00762072,,
0.035857,0.00124408,0.00889073,,
0.0358567,0.00124237,0.0101607,,
0.0358552,0.00124054,0.0114307,,
0.0343537,0.00123013,0.00762074,,
0.0343541,0.00122959,0.00889075,,
0.0343539,0.00122928,0.0101608,,
0.0343538,0.00122845,0.0114308,,
0.0328519,0.00125381,0.00762075,,
0.0328521,0.00125148,0.00889076,,
0.0328523,0.00124865,0.0101608,,
0.0328518,0.00124655,0.0114308,,
0.0313492,0.00124982,0.00762076,,
0.0313494,0.00125053,0.00889078,,
0.0313498,0.00125247,0.0101608,,
0.0313492,0.00125406,0.0114308,,
0.0298483,0.00126408,0.00762079,,
0.0298478,0.00126252,0.0088908,,
0.0298471,0.00126193,0.0101608,,
0.0298476,0.00126163,0.0114308,,
0.0283462,0.00127798,0.00762081,,
0.0283452,0.00127578,0.00889082,,
0.028345,0.00127323,0.0101608,,
0.0283445,0.00126994,0.0114308,,
0.0268429,0.00127867,0.00762083,,
0.0268418,0.00127754,0.00889085,,
0.0268412,0.00127728,0.0101609,,
0.0268433,0.00127677,0.0114308,,
0.0253412,0.00128124,0.00762087,,
0.0253397,0.00128004,0.00889088,,
0.025339,0.00127869,0.0101609,,
0.0253383,0.00127744,0.0114309,,
0.0238385,0.00129192,0.0076209,,
0.0238378,0.00129018,0.00889091,,
0.0238369,0.0012885,0.0101609,,
0.0238365,0.00128588,0.0114309,,
0.0223351,0.00129009,0.00762094,,
0.0223343,0.0012907,0.00889096,,
0.0223346,0.00129034,0.010161,,
0.0223346,0.00128958,0.0114309,,
0.0208331,0.00130259,0.00762099,,
0.0208328,0.00130123,0.008891,,
0.0208325,0.00129977,0.010161,,
0.0208319,0.00129779,0.011431,,
0.0193306,0.00129919,0.00762105,,
0.0193299,0.00129654,0.00889106,,
0.0193293,0.00129326,0.0101611,,
0.0193289,0.00128947,0.011431,,
0.0178269,0.00129432,0.00762112,,
0.0178265,0.00129317,0.00889112,,
0.0178259,0.00129255,0.0101611,,
0.0178251,0.00129211,0.0114311,,
0.0163242,0.00128985,0.00762119,,
0.0163234,0.00128763,0.00889119,,
0.0163241,0.00128563,0.0101612,,
0.0163226,0.00128362,0.0114312,,
0.0148217,0.00128711,0.00762128,,
0.0148213,0.00128515,0.00889127,,
0.0148209,0.00128376,0.0101612,,
0.0148219,0.0012821,0.0114312,,
0.0133196,0.00130011,0.00762138,,
0.0133186,0.00129721,0.00889137,,
0.0133182,0.00129646,0.0101613,,
0.0133175,0.00129422,0.0114313,,
0.0118165,0.00128856,0.0076215,,
0.011816,0.00128554,0.00889147,,
0.0118172,0.00128284,0.0101614,,
0.0118161,0.00127987,0.0114314,,
0.010314,0.00126843,0.00762165,,
0.0103131,0.00126474,0.00889161,,
0.010314,0.00126167,0.0101616,,
0.0103137,0.00125899,0.0114315,,
0.00881295,0.00127245,0.00762184,,
0.00881084,0.00126845,0.00889177,,
0.00881111,0.00126487,0.0101617,,
0.00881042,0.00126179,0.0114316,,
0.00730807,0.00128591,0.00762205,,
0.00730786,0.00128054,0.00889195,,
0.00730745,0.00127726,0.0101618,,
0.00730748,0.00127492,0.0114318,,
0.00580642,0.00125488,0.00762233,,
0.00580505,0.00125004,0.00889217,,
0.00580566,0.00124603,0.010162,,
0.00580545,0.00124223,0.0114319,,
0.00430576,0.00126058,0.00762261,,
0.00430405,0.00125533,0.0088924,,
0.00430283,0.00125045,0.0101622,,
0.00430256,0.00124621,0.0114321,,
0.00280128,0.00126116,0.00762294,,
0.00280058,0.00125632,0.00889266,,
0.00280042,0.00125194,0.0101625,,
0.00279981,0.00124797,0.0114323,,
0.00130015,0.00126408,0.00762322,,
0.00129841,0.00125768,0.00889289,,
0.00129696,0.0012521,0.0101627,,
0.00129633,0.00124746,0.0114325,,
-0.000205487,0.00124292,0.00762338,,
-0.000204787,0.00123589,0.00889305,,
-0.000205979,0.00123033,0.0101628,,
-0.000205629,0.00122517,0.0114326,,
-0.00170843,0.00123043,0.00762337,,
-0.00170771,0.00122224,0.00889303,,
-0.00170939,0.001217,0.0101628,,
-0.00170867,0.00121248,0.0114326,,
-0.00321137,0.00122984,0.00762324,,
-0.00321116,0.00122422,0.00889294,,
-0.0032105,0.00122009,0.0101627,,
-0.0032116,0.00121613,0.0114325,,
-0.00471379,0.00121985,0.00762305,,
-0.00471313,0.00121553,0.00889282,,
-0.00471427,0.00121166,0.0101626,,
-0.00471485,0.00120843,0.0114325,,
-0.0062165,0.00120645,0.00762288,,
-0.0062163,1.20E-03,0.0088927,,
-0.00621576,0.001201,0.0101625,,
-0.00621652,0.00119853,0.0114324,,
-0.00771807,1.17E-03,0.00762271,,
-0.00771734,1.17E-03,0.0088926,,
-0.00771791,0.00116721,0.0101625,,
-0.00772009,1.16E-03,0.0114324,,
-0.00922005,1.16E-03,0.00762258,,
-0.00921973,1.15E-03,0.00889249,,
-0.00922041,1.15E-03,0.0101624,,
-0.00922108,1.15E-03,0.0114323,,
-0.0107218,1.13E-03,0.00762247,,
-0.0107226,1.13E-03,0.00889241,,
-0.0107233,1.12E-03,0.0101623,,
-0.010723,1.12E-03,0.0114323,,
-0.012224,1.11E-03,0.00762237,,
-0.0122233,1.10E-03,0.00889233,,
-0.0122234,1.10E-03,0.0101623,,
-0.0122254,1.10E-03,0.0114322,,
-0.0137265,1.11E-03,0.0076223,,
-0.0137264,1.11E-03,0.00889227,,
-0.0137255,1.11E-03,0.0101622,,
-0.0137268,1.10E-03,0.0114322,,
-0.0152266,1.08E-03,0.00762224,,
-0.0152265,0.00107617,0.00889222,,
-0.0152274,1.07E-03,0.0101622,,
-0.0152279,1.07E-03,0.0114322,,
-0.0167303,0.00106477,0.00762219,,
-0.0167294,0.00106056,0.00889218,,
-0.0167301,1.06E-03,0.0101621,,
-0.0167298,0.00105508,0.0114321,,
-0.0182319,0.00104577,0.00762214,,
-0.0182326,0.00104343,0.00889214,,
-0.018231,0.0010406,0.0101621,,
-0.0182316,0.00103867,0.0114321,,
-0.0197335,0.00104548,0.00762209,,
-0.019733,0.00104238,0.00889209,,
-0.0197329,0.0010394,0.0101621,,
-0.0197331,0.00103643,0.0114321,,
-0.0212354,0.00102067,0.00762205,,
-0.0212353,0.00101775,0.00889206,,
-0.0212344,0.00101536,0.010162,,
-0.021236,0.00101314,0.011432,,
-0.0227377,0.00100005,0.00762201,,
-0.0227382,0.000997519,0.00889202,,
-0.022738,0.000995744,0.010162,,
-0.0227386,0.000993617,0.011432,,
-0.0242407,0.000994544,0.00762197,,
-0.0242411,0.000991017,0.00889199,,
-0.0242404,0.000988502,0.010162,,
-0.0242399,0.000986118,0.011432,,
-0.0257444,0.000989426,0.00762194,,
-0.0257435,0.000986982,0.00889196,,
-0.0257432,0.00098484,0.010162,,
-0.0257413,0.000983214,0.011432,,
-0.0272459,0.000956098,0.00762191,,
-0.0272462,0.000953898,0.00889194,,
-0.0272468,0.000951871,0.0101619,,
-0.0272469,0.00095243,0.0114319,,
-0.0287475,0.000942647,0.00762189,,
-0.0287487,0.000940219,0.00889192,,
-0.0287488,0.000937425,0.0101619,,
-0.0287479,0.000934996,0.0114319,,
-0.0302507,0.000925178,0.00762188,,
-0.0302521,0.000923928,0.0088919,,
-0.0302507,0.000922825,0.0101619,,
-0.0302501,0.000921303,0.0114319,,
-0.0317534,0.000911016,0.00762187,,
-0.0317538,0.000909131,0.00889189,,
-0.0317531,0.000907458,0.0101619,,
-0.031752,0.000905758,0.0114319,,
-0.0332563,0.000897083,0.00762187,,
-0.033255,0.000895757,0.00889188,,
-0.033255,0.000894548,0.0101619,,
-0.0332547,0.000893464,0.0114319,,
-0.0347569,0.000888048,0.00762186,,
-0.0347566,0.000886828,0.00889187,,
-0.0347571,0.000885304,0.0101619,,
-0.0347572,0.000883993,0.0114319,,
-0.0362601,0.000879208,0.00762185,,
-0.0362595,0.000877142,0.00889186,,
-0.0362588,0.000875616,0.0101619,,
-0.0362593,0.000874169,0.0114319,,
-0.0377596,0.000862341,0.00762183,,
-0.0377616,0.000860687,0.00889184,,
-0.0377612,0.000859443,0.0101618,,
-0.0377607,0.000855977,0.0114318,,
-0.0392623,0.000846084,0.00762181,,
-0.0392623,0.000845011,0.00889182,,
-0.0392626,0.000843845,0.0101618,,
-0.0392619,0.00084256,0.0114318,,
-0.0407657,0.000828348,0.00762178,,
-0.0407663,0.000827046,0.00889179,,
-0.0407655,0.000825711,0.0101618,,
-0.040766,0.000824239,0.0114318,,
-0.0422672,0.0008194,0.00762175,,
-0.0422677,0.000818297,0.00889176,,
-0.0422687,0.00081687,0.0101618,,
-0.042267,0.000815842,0.0114318,,
-0.0437685,0.000812475,0.00762171,,
-0.0437704,0.000811236,0.00889173,,
-0.0437692,0.000810072,0.0101617,,
-0.0437697,0.000808841,0.0114318,,
-0.0452713,0.000803046,0.00762169,,
-0.0452724,0.000801688,0.0088917,,
-0.0452725,0.000800563,0.0101617,,
-0.0452724,0.000799328,0.0114317,,
-0.0467736,0.000809627,0.00762166,,
-0.0467734,0.000809148,0.00889168,,
-0.0467748,0.00080855,0.0101617,,
-0.0467746,0.000808015,0.0114317,,
-0.0482777,0.000799591,0.00762163,,
-0.0482764,0.000798322,0.00889166,,
-0.0482766,0.000797205,0.0101617,,
-0.048275,0.00079607,0.0114317,,
-0.0497792,0.000781499,0.00762161,,
-0.04978,0.000780806,0.00889164,,
-0.0497791,0.00078012,0.0101617,,
-0.0497807,0.000778373,0.0114317,,
-0.0512812,0.000769109,0.0076216,,
-0.0512808,0.000767834,0.00889163,,
-0.0512809,0.000766248,0.0101616,,
-0.0512815,0.000764858,0.0114317,,
-0.0527832,0.000753969,0.0076216,,
-0.0527825,0.000753019,0.00889162,,
-0.0527835,0.000751734,0.0101616,,
-0.0527833,0.000750013,0.0114317,,
-0.0542845,0.000731405,0.0076216,,
-0.054286,0.000730237,0.00889162,,
-0.0542854,0.000729065,0.0101616,,
-0.0542844,0.000727784,0.0114316,,
-0.0557875,0.000726938,0.0076216,,
-0.055788,0.000725579,0.00889161,,
-0.0557891,0.000723872,0.0101616,,
-0.0557879,0.000722446,0.0114316,,
-0.0572926,0.000738582,0.0076216,,
-0.0572915,0.000737486,0.00889161,,
-0.057293,0.000736564,0.0101616,,
-0.0572915,0.000735551,0.0114316,,
-0.0587954,0.00071995,0.0076216,,
-0.0587941,0.000719067,0.00889162,,
-0.0587937,0.000717461,0.0101616,,
-0.0587941,0.000715831,0.0114316,,
-0.0602991,0.000718914,0.0076216,,
-0.0602987,0.000717955,0.00889161,,
-0.060298,0.000716504,0.0101616,,
-0.0602971,0.000715109,0.0114316,,
-0.0618008,0.000702254,0.0076216,,
-0.0618002,0.000701733,0.00889161,,
-0.0618003,0.00070063,0.0101616,,
-0.0617994,0.000699848,0.0114316,,
-0.0633023,0.000678543,0.0076216,,
-0.0633016,0.000677209,0.00889161,,
-0.0633033,0.000675574,0.0101616,,
-0.0633027,0.000674296,0.0114316,,
-0.0648066,0.000668803,0.0076216,,
-0.0648061,0.000667404,0.00889161,,
-0.0648053,0.000665929,0.0101616,,
-0.0648063,0.000664648,0.0114316,,
-0.0663087,0.000699379,0.0076216,,
-0.06631,0.000698281,0.00889161,,
-0.0663102,0.000697285,0.0101616,,
-0.0663083,0.000695998,0.0114316,,
-0.0678126,0.000676963,0.00762159,,
-0.0678112,0.000676375,0.0088916,,
-0.0678114,0.000675652,0.0101616,,
-0.0678118,0.000675306,0.0114316,,
-0.0693139,0.000669276,0.00762158,,
-0.0693131,0.000668399,0.00889159,,
-0.0693148,0.000667525,0.0101616,,
-0.0693163,0.000666551,0.0114316,,
-0.0708158,0.000647951,0.00762157,,
-0.0708171,0.000647072,0.00889159,,
-0.0708177,0.000646096,0.0101616,,
-0.0708191,0.000644941,0.0114316,,
-0.0723181,0.000639267,0.00762156,,
-0.0723181,0.000638578,0.00889158,,
-0.0723194,0.000638168,0.0101616,,
-0.0723204,0.00063698,0.0114316,,
-0.0738218,0.000653971,0.00762155,,
-0.0738229,0.000652537,0.00889157,,
-0.073822,0.000650918,0.0101616,,
-0.0738235,0.000649843,0.0114316,,
-0.0753237,0.000646137,0.00762154,,
-0.0753259,0.000645071,0.00889156,,
-0.0753259,0.00064376,0.0101616,,
-0.0753243,0.000642845,0.0114316,,
-0.0768262,0.000633223,0.00762154,,
-0.0768265,0.000632597,0.00889156,,
-0.0768272,0.000631783,0.0101616,,
-0.0768271,0.000630595,0.0114316,,
-0.0783283,0.000623088,0.00762153,,
-0.0783298,0.000621732,0.00889155,,
-0.0783297,0.000621129,0.0101616,,
-0.0783286,0.000619994,0.0114316,,
-0.0798284,0.000605328,0.00762153,,
-0.0798325,0.000604857,0.00889155,,
-0.0798308,0.000603871,0.0101616,,
-0.0798318,0.000603069,0.0114316,,
-0.0813338,0.000593387,0.00762154,,
-0.081335,0.000592958,0.00889155,,
-0.0813344,0.000592668,0.0101616,,
-0.0813342,0.000591414,0.0114316,,
-0.082837,0.000622571,0.00762154,,
-0.0828388,0.000621293,0.00889156,,
-0.0828389,0.000619974,0.0101616,,
-0.082839,0.000619005,0.0114316,,
-0.0843408,0.000596114,0.00762155,,
-0.0843414,0.00059526,0.00889156,,
-0.0843408,0.000594269,0.0101616,,
-0.0843415,0.000593476,0.0114316,,
-0.0858444,0.000596058,0.00762155,,
-0.0858433,0.000596002,0.00889156,,
-0.0858452,0.000593908,0.0101616,,
-0.0858444,0.000592668,0.0114316,,
-0.0873461,0.000579752,0.00762155,,
-0.0873484,0.000578657,0.00889156,,
-0.0873478,0.000577653,0.0101616,,
-0.0873482,0.000576679,0.0114316,,
-0.0888492,0.000581266,0.00762154,,
-0.0888497,0.000580736,0.00889156,,
-0.0888494,0.000580918,0.0101616,,
-0.0888503,0.000580858,0.0114316,,
-0.0903525,0.000583567,0.00762154,,
-0.0903522,0.000581551,0.00889155,,
-0.0903522,0.000580825,0.0101616,,
-0.0903539,0.000577992,0.0114316,,
-0.0918532,0.000566293,0.00762154,,
-0.091856,0.00056633,0.00889155,,
-0.0918533,0.000565859,0.0101616,,
-0.0918548,0.000563968,0.0114316,,
-0.0933564,0.000576392,0.00762154,,
-0.0933571,0.000575162,0.00889155,,
-0.0933571,0.000574045,0.0101616,,
-0.0933573,0.000572888,0.0114316,,
-0.0948596,0.000571463,0.00762154,,
-0.0948596,0.000570286,0.00889155,,
-0.0948583,0.00056982,0.0101616,,
-0.0948609,0.0005689,0.0114316,,
-0.0963614,0.000569435,0.00762154,,
-0.0963599,0.000567786,0.00889155,,
-0.0963602,0.000566486,0.0101616,,
-0.0963608,0.000565168,0.0114316,,
-0.0978633,0.000566894,0.00762154,,
-0.0978617,0.000566103,0.00889155,,
-0.0978609,0.00056522,0.0101616,,
-0.0978646,0.000563778,0.0114316,,
-0.0993654,0.000559321,0.00762154,,
-0.0993637,0.000557732,0.00889156,,
-0.0993632,0.000555957,0.0101616,,
-0.0993634,0.000554468,0.0114316,,
-0.100867,0.00055147,0.00762155,,
-0.100865,0.000550766,0.00889156,,
-0.100865,0.000550112,0.0101616,,
-0.100865,0.000549294,0.0114316,,
-0.102368,0.000551317,0.00762155,,
-0.102368,0.000550991,0.00889156,,
-0.102367,0.000550557,0.0101616,,
-0.102368,0.000549752,0.0114316,,
-0.103871,0.000544596,0.00762155,,
-0.103871,0.000544023,0.00889157,,
-0.103868,0.000544384,0.0101616,,
-0.103869,0.00054379,0.0114316,,
-0.105374,0.000553062,0.00762156,,
-0.105372,0.000552433,0.00889157,,
-0.105371,0.000551721,0.0101616,,
-0.105371,0.000550499,0.0114316,,
-0.106876,0.000530116,0.00762156,,
-0.106874,0.000529625,0.00889157,,
-0.106874,0.000529345,0.0101616,,
-0.106871,0.000528691,0.0114316,,
-0.108377,0.000526212,0.00762156,,
-0.108375,0.000525326,0.00889157,,
-0.108373,0.000524756,0.0101616,,
-0.108374,0.000524133,0.0114316,,
-0.109879,0.000530723,0.00762156,,
-0.109877,0.000529874,0.00889158,,
-0.109876,0.000528734,0.0101616,,
-0.109877,0.0005279,0.0114316,,
-0.111379,0.000535408,0.00762157,,
-0.111378,0.000534419,0.00889158,,
-0.111376,0.000533096,0.0101616,,
-0.111378,0.000531636,0.0114316,,
-0.112881,0.000538632,0.00762158,,
-0.112879,0.000537748,0.00889159,,
-0.112878,0.000536801,0.0101616,,
-0.112878,0.000535794,0.0114316,,
-0.114382,0.000530757,0.00762159,,
-0.11438,0.000529937,0.00889159,,
-0.114381,0.000528896,0.0101616,,
-0.114378,0.000528025,0.0114316,,
-0.115882,0.000527125,0.00762159,,
-0.115881,0.000526525,0.0088916,,
-0.115882,0.000525933,0.0101616,,
-0.115882,0.000525136,0.0114316,,
-0.117383,0.000529379,0.00762159,,
-0.117383,0.000529515,0.0088916,,
-0.117384,0.000529386,0.0101616,,
-0.117385,0.000527749,0.0114316,,
-0.118884,0.000531193,0.00762159,,
-0.118885,0.000530163,0.0088916,,
-0.118885,0.000529421,0.0101616,,
-0.118885,0.000528594,0.0114316,,
-0.120386,0.000518817,0.00762158,,
-0.120385,0.000517584,0.0088916,,
-0.120384,0.000516701,0.0101616,,
-0.120386,0.000515271,0.0114316,,
-0.121889,0.000519942,0.00762158,,
-0.121888,0.000518825,0.0088916,,
-0.121886,0.000517543,0.0101616,,
-0.121888,0.000516228,0.0114316,,
-0.123393,0.000521958,0.00762158,,
-0.12339,0.000520647,0.0088916,,
-0.123391,0.000519853,0.0101616,,
-0.123392,0.000519175,0.0114316,,
-0.124895,0.0005305,0.00762159,,
-0.124895,0.00052933,0.0088916,,
-0.124894,0.000528216,0.0101616,,
-0.124895,0.000526903,0.0114316,,
-0.126395,0.000503927,0.0076216,,
-0.126396,0.000504013,0.00889161,,
-0.126395,0.000504583,0.0101616,,
-0.126397,0.000503743,0.0114316,,
-0.1279,0.000504471,0.00762161,,
-0.127897,0.000503823,0.00889162,,
-0.1279,0.000502432,0.0101616,,
-0.127898,0.000500977,0.0114316,,
-0.129401,0.000489259,0.00762162,,
-0.129402,0.00048833,0.00889163,,
-0.129402,0.00048727,0.0101616,,
-0.1294,0.000486512,0.0114316,,
-0.130903,0.000496671,0.00762164,,
-0.130902,0.000495374,0.00889165,,
-0.130902,0.000493981,0.0101617,,
-0.130902,0.000492625,0.0114317,,
-0.132404,0.000483621,0.00762167,,
-0.132403,0.000482623,0.00889167,,
-0.132403,0.000481674,0.0101617,,
-0.132403,0.000480734,0.0114317,,
-0.133904,0.000474676,0.00762169,,
-0.133902,0.000473343,0.00889169,,
-0.133902,0.000472073,0.0101617,,
-0.133904,0.000470782,0.0114317,,
-0.135404,0.000480006,0.00762171,,
-0.135404,0.000478737,0.00889171,,
-0.135407,0.000477234,0.0101617,,
-0.135406,0.000475731,0.0114317,,
-0.136907,0.000495961,0.00762173,,
-0.136907,0.000494897,0.00889173,,
-0.136908,0.00049397,0.0101617,,
-0.136909,0.000492744,0.0114317,,
-0.138408,0.000480827,0.00762175,,
-0.13841,0.000479301,0.00889174,,
-0.13841,0.000478085,0.0101617,,
-0.138409,0.000476724,0.0114317,,
-0.139913,0.000489358,0.00762176,,
-0.139912,0.000488274,0.00889175,,
-0.139912,0.000486773,0.0101617,,
-0.139912,0.000485189,0.0114317,,
-0.141414,0.000482664,0.00762177,,
-0.141415,0.000481211,0.00889175,,
-0.141413,0.000479668,0.0101617,,
